ISSN,DOI,authors,year,title,journal,URL,citations,year_for_citations_by_year,citations_per_year,more_than_30_citations_per_year,psych_study_on_human_participants
1932-6203,10.1371/journal.pone.0178386,Zhang; Shi; Zhang; Zhao; Dong; Liu; Lian; Liang; Chen; Luo; Pei; Mo; Huang; Ouyang; Guo; Liang; Zhang,2017,Probabilistic Entity-Relationship Diagram: A correlation between functional connectivity and spontaneous brain activity during resting state in major depressive disorder,PLoS ONE,https://doi.org/10.1371/journal.pone.0178386,2,2017,25,FALSE,TRUE
1932-6203,10.1371/journal.pone.0178476,Lee; Kim; Kim; Lee; Chung; Kim; Yoo,2017,Non-invasive transmission of sensorimotor information in humans using an EEG/focused ultrasound brain-to-brain interface,PLoS ONE,https://doi.org/10.1371/journal.pone.0178476,49,2017,613,FALSE,TRUE
1932-6203,10.1371/journal.pone.0189462,Zhu; Yang; Li; Zhou; Liu; Zhang; Chen,2017,Age-related reduction of adaptive brain response during semantic integration is associated with gray matter reduction,PLoS ONE,https://doi.org/10.1371/journal.pone.0189462,12,2017,15,FALSE,TRUE
1932-6203,10.1371/journal.pone.0176721,Han; Rapoport; Zhao,2017,Inequity-aversion and relative kindness intention jointly determine the expenditure of effort in project teams,PLoS ONE,https://doi.org/10.1371/journal.pone.0176721,4,2017,5,FALSE,TRUE
1932-6203,10.1371/journal.pone.0180499,Lewis; Roberson; Foulsham,2017,The impact of facial abnormalities and their spatial position on perception of cuteness and attractiveness of infant faces,PLoS ONE,https://doi.org/10.1371/journal.pone.0180499,8,2017,1,FALSE,TRUE
1932-6203,10.1371/journal.pone.0207123,Cugnata; Martoni; Ferrario; Di Serio; Brombin,2018,Modeling physiological responses induced by an emotion recognition task using latent class mixed models,PLoS ONE,https://doi.org/10.1371/journal.pone.0207123,3,2018,43,FALSE,TRUE
1932-6203,10.1371/journal.pone.0204424,Parkin Kullmann; Hayes; Pamphlett,2018,"Is psychological stress a predisposing factor for amyotrophic lateral sclerosis (ALS)? An online international case-control study of premorbid life events, occupational stress, resilience and anxiety",PLoS ONE,https://doi.org/10.1371/journal.pone.0204424,11,2018,157,FALSE,TRUE
1932-6203,10.1371/journal.pone.0207528,Marotta; Zampini; Tinazzi; Fiorio,2018,Age-related changes in the sense of body ownership: New insights from the rubber hand illusion,PLoS ONE,https://doi.org/10.1371/journal.pone.0207528,20,2018,286,FALSE,TRUE
1932-6203,10.1371/journal.pone.0214300,Henriques da Silva; Ferreira Júnior; Muniz de Medeiros; Albuquerque,2019,Adaptive memory and evolution of the human naturalistic mind: Insights from the use of medicinal plants,PLoS ONE,https://doi.org/10.1371/journal.pone.0214300,17,2019,283,FALSE,TRUE
1932-6203,10.1371/journal.pone.0216324,Lee; Gonzalez; Small; Thompson,2019,Internalized weight bias and psychological wellbeing: An exploratory investigation of a preliminary model,PLoS ONE,https://doi.org/10.1371/journal.pone.0216324,28,2019,467,FALSE,TRUE
1932-6203,10.1371/journal.pone.0226248,Yazdavar; Mahdavinejad; Bajaj; Romine; Sheth; Monadjemi; Thirunarayan; Meddar; Myers; Pathak; Hitzler,2020,Multimodal mental health analysis in social media,PLoS ONE,https://doi.org/10.1371/journal.pone.0226248,80,2020,16,FALSE,TRUE
1932-6203,10.1371/journal.pone.0236443,Chang; Lee; Wu; Tsai; Ho; Lin; Chuang,2020,Risk factors for depression in patients with Parkinson’s disease: A nationwide nested case-control study,PLoS ONE,https://doi.org/10.1371/journal.pone.0236443,9,2020,18,FALSE,TRUE
1932-6203,10.1371/journal.pone.0235529,Eddy; Hansen,2020,Predictors of performance on the Reading the Mind in the Eyes Test,PLoS ONE,https://doi.org/10.1371/journal.pone.0235529,16,2020,32,FALSE,TRUE
1932-6203,10.1371/journal.pone.0227790,Roberts; Fernandes; MacLeod,2020,Re-evaluating whether bilateral eye movements influence memory retrieval,PLoS ONE,https://doi.org/10.1371/journal.pone.0227790,10,2020,2,FALSE,TRUE
1932-6203,10.1371/journal.pone.0251670,Simegn; Dagnew; Yeshaw; Yitayih; Woldegerima; Dagne,2021,"Depression, anxiety, stress and their associated factors among Ethiopian University students during an early stage of COVID-19 pandemic: An online-based cross-sectional survey",PLoS ONE,https://doi.org/10.1371/journal.pone.0251670,40,2021,10,FALSE,TRUE
1932-6203,10.1371/journal.pone.0257048,Doerwald; Albrecht; Stalling; Bammann,2021,Domain-specific life satisfaction among older adults with and without children: The role of intergenerational contact,PLoS ONE,https://doi.org/10.1371/journal.pone.0257048,10,2021,25,FALSE,TRUE
1932-6203,10.1371/journal.pone.0252114,Harman; Kliamovich; Morales; Gilbert; Barch; Mooney; Feldstein Ewing; Fair; Nagel,2021,Prediction of suicidal ideation and attempt in 9 and 10 year-old children using transdiagnostic risk features,PLoS ONE,https://doi.org/10.1371/journal.pone.0252114,17,2021,425,FALSE,TRUE
1932-6203,10.1371/journal.pone.0276736,Komagamine; Suzuki; Kokubun; Komagamine; Kawasaki; Funakoshi; Hirata,2022,Sleep-related hallucinations in patients with Parkinson’s disease,PLoS ONE,https://doi.org/10.1371/journal.pone.0276736,0,2022,0,FALSE,TRUE
1932-6203,10.1371/journal.pone.0271374,Hoorani; Krishnakumar; Anand,2022,Adolescent’s time use and skills development: Do cognitive and non-cognitive skills differ?,PLoS ONE,https://doi.org/10.1371/journal.pone.0271374,2,2022,67,FALSE,TRUE
1932-6203,10.1371/journal.pone.0265806,Tobin; Guadagno,2022,Why people listen: Motivations and outcomes of podcast listening,PLoS ONE,https://doi.org/10.1371/journal.pone.0265806,41,2022,1367,FALSE,TRUE
1932-6203,10.1371/journal.pone.0270934,Maltezou-Papastylianou; Russo; Wallace; Harmsworth; Paulmann,2022,"Different stages of emotional prosody processing in healthy ageing–evidence from behavioural responses, ERPs, tDCS, and tRNS",PLoS ONE,https://doi.org/10.1371/journal.pone.0270934,4,2022,133,FALSE,TRUE
1932-6203,10.1371/journal.pone.0284984,Hudecek; Lemster; Fischer; Cecil; Frey; Gaube; Lermer,2023,"Surfing in the streets: How problematic smartphone use, fear of missing out, and antisocial personality traits are linked to driving behavior",PLoS ONE,https://doi.org/10.1371/journal.pone.0284984,2,2023,1,FALSE,TRUE
1932-6203,10.1371/journal.pone.0280563,Gnisci; Mottola; Perugini; Senese; Sergi,2023,Development and validation of an instrument to measure personality in adolescence: The HEXACO Medium School Inventory Extended (MSI-E),PLoS ONE,https://doi.org/10.1371/journal.pone.0280563,4,2023,2,FALSE,TRUE
1932-6203,10.1371/journal.pone.0287589,Thomas; Szilagyi; Vangala; Dudovitz; Shah; Vizueta; Kapteyn,2023,Behind closed doors: Protective social behavior during the COVID-19 pandemic,PLoS ONE,https://doi.org/10.1371/journal.pone.0287589,0,2023,0,FALSE,TRUE
1932-6203,10.1371/journal.pone.0287854,Rzeszutek; Dragan; Lis-Turlejska; Schier; Holas; Drabarek; Van Hoy; Pięta; Poncyliusz; Michałowska; Wdowczyk; Borowska; Szumiał,2023,Exposure to self-reported traumatic events and probable PTSD in a national sample of Poles: Why does Poland’s PTSD prevalence differ from other national estimates?,PLoS ONE,https://doi.org/10.1371/journal.pone.0287854,5,2023,25,FALSE,TRUE
1932-6203,10.1371/journal.pone.0286152,Vaquero-Cristóbal; Maciá-Andreu; Díaz-Aroca; Meroño; García-Roca; Abenza-Cano; Cánovas-Álvarez; Sánchez-Pato; Leiva-Arcas,2023,Exploring the perception of barriers to a dual career by student-athletes with/out disabilities,PLoS ONE,https://doi.org/10.1371/journal.pone.0286152,4,2023,2,FALSE,TRUE
1932-6203,10.1371/journal.pone.0296177,Dyer; Herbst; Hintz; Williams,2023,Personal relevance affects the perceived immorality of politically-charged threats,PLoS ONE,https://doi.org/10.1371/journal.pone.0296177,0,2023,0,FALSE,TRUE
1932-6203,10.1371/journal.pone.0311681,Mousa; Salameh; Ghaly; Hasan; Almefarfesh; Kumari; Huwaikem,2024,Examining nursing students’ awareness of various medical errors during clinical internships to enhance patient safety: A multi-center cross-sectional study,PLoS ONE,https://doi.org/10.1371/journal.pone.0311681,0,2024,0,FALSE,TRUE
1932-6203,10.1371/journal.pone.0297837,Tanabe; Sugawara; Sakurai; Motomura; Okada; Tsukao; Kuno,2024,Impact of subjective well-being on physical frailty in middle-aged and elderly Japanese with high social isolation,PLoS ONE,https://doi.org/10.1371/journal.pone.0297837,0,2024,0,FALSE,TRUE
1932-6203,10.1371/journal.pone.0299528,Vike; Bari; Kim; Katsaggelos; Blood; Breiter; NA,2024,Characterizing major depressive disorder and substance use disorder using heatmaps and variable interactions: The utility of operant behavior and brain structure relationships,PLoS ONE,https://doi.org/10.1371/journal.pone.0299528,0,2024,0,FALSE,TRUE
1932-6203,10.1371/journal.pone.0297051,Assaf; Al Sabbah; Momani; Al-Amer; A. Al-Sa’ad; Ababneh,2024,Factors influencing gestational diabetes self-care among pregnant women in a Syrian Refugee Camp in Jordan,PLoS ONE,https://doi.org/10.1371/journal.pone.0297051,1,2024,1,FALSE,TRUE
1932-6203,10.1371/journal.pone.0313502,Eerola; Saari,2025,What emotions does music express? Structure of affect terms in music using iterative crowdsourcing paradigm,PLoS ONE,https://doi.org/10.1371/journal.pone.0313502,0,2024,0,FALSE,TRUE
1932-6203,10.1371/journal.pone.0316841,Hong,2025,The impact of future time perspective on academic achievement: Mediating roles of academic burnout and engagement,PLoS ONE,https://doi.org/10.1371/journal.pone.0316841,0,2024,0,FALSE,TRUE
1932-6203,10.1371/journal.pone.0316599,Zhao; Zhao; Xu,2025,Relationship between middle school students’ academic stress and physical exercise behavior from the perspective of Self-Determination Theory: The chained mediation of motivation and intention,PLoS ONE,https://doi.org/10.1371/journal.pone.0316599,0,2024,0,FALSE,TRUE
1932-6203,10.1371/journal.pone.0299781,Cheng; Faulkner; Malone; Gu; Thorndike,2025,Sociodemographic and behavioral factors associated with diet quality among low-income community health center patients with hypertension,PLoS ONE,https://doi.org/10.1371/journal.pone.0299781,0,2024,0,FALSE,TRUE
1932-6203,10.1371/journal.pone.0309548,Lavenne-Collot; Maubant; Déroulez; Bronsard; Wehrmann; Botbol; Berthoz,2025,Self /other recognition and distinction in adolescents with anorexia nervosa: A pilot study using a double mirror paradigm,PLoS ONE,https://doi.org/10.1371/journal.pone.0309548,0,2024,0,FALSE,TRUE
